0,1,2,3,4,5,6,7,8,9,10,11
hA,hS,hC,hP,,,,,,,,
hA,hS,P,hP,,,,,,,,
hA,C,hC,P,,,,,,,,
hA,C,hC,hP,,,,,,,,
hA,C,P,hP,,,,,,,,
hA,hC,P,hP,,,,,,,,
Je,hJe,S,hS,,,,,,,,
Je,hJe,S,C,,,,,,,,
Je,hJe,S,hC,,,,,,,,
Je,hJe,S,P,,,,,,,,
Je,hJe,S,hP,,,,,,,,
Je,hJe,hS,C,,,,,,,,
Je,hJe,hS,hC,,,,,,,,
Je,hJe,hS,P,,,,,,,,
Je,hJe,hS,hP,,,,,,,,
Je,hJe,C,hC,,,,,,,,
Je,hJe,C,P,,,,,,,,
Je,hJe,C,hP,,,,,,,,
Je,hJe,hC,P,,,,,,,,
Je,hJe,hC,hP,,,,,,,,
Je,hJe,P,hP,,,,,,,,
Je,S,hS,C,,,,,,,,
Je,S,hS,hC,,,,,,,,
Je,S,hS,P,,,,,,,,
Je,S,hS,hP,,,,,,,,
Je,S,C,hC,,,,,,,,
Je,S,C,P,,,,,,,,
Je,S,C,hP,,,,,,,,
Je,S,hC,P,,,,,,,,
Je,S,hC,hP,,,,,,,,
Je,S,P,hP,,,,,,,,
Je,hS,C,hC,,,,,,,,
Je,hS,C,P,,,,,,,,
Je,hS,C,hP,,,,,,,,
Je,hS,hC,P,,,,,,,,
Je,hS,hC,hP,,,,,,,,
Je,hS,P,hP,,,,,,,,
Je,C,hC,P,,,,,,,,
Je,C,hC,hP,,,,,,,,
Je,C,P,hP,,,,,,,,
Je,hC,P,hP,,,,,,,,
hJe,S,hS,C,,,,,,,,
hJe,S,hS,hC,,,,,,,,
hJe,S,hS,P,,,,,,,,
hJe,S,hS,hP,,,,,,,,
hJe,S,C,hC,,,,,,,,
hJe,S,C,P,,,,,,,,
hJe,S,C,hP,,,,,,,,
hJe,S,hC,P,,,,,,,,
hJe,S,hC,hP,,,,,,,,
hJe,S,P,hP,,,,,,,,
hJe,hS,C,hC,,,,,,,,
hJe,hS,C,P,,,,,,,,
hJe,hS,C,hP,,,,,,,,
hJe,hS,hC,P,,,,,,,,
hJe,hS,hC,hP,,,,,,,,
hJe,hS,P,hP,,,,,,,,
hJe,C,hC,P,,,,,,,,
hJe,C,hC,hP,,,,,,,,
hJe,C,P,hP,,,,,,,,
hJe,hC,P,hP,,,,,,,,
S,hS,C,hC,,,,,,,,
S,hS,C,P,,,,,,,,
S,hS,C,hP,,,,,,,,
S,hS,hC,P,,,,,,,,
S,hS,hC,hP,,,,,,,,
S,hS,P,hP,,,,,,,,
S,C,hC,P,,,,,,,,
S,C,hC,hP,,,,,,,,
S,C,P,hP,,,,,,,,
S,hC,P,hP,,,,,,,,
hS,C,hC,P,,,,,,,,
hS,C,hC,hP,,,,,,,,
hS,C,P,hP,,,,,,,,
hS,hC,P,hP,,,,,,,,
C,hC,P,hP,,,,,,,,
V,hV,A,hA,Je,,,,,,,
V,hV,A,hA,hJe,,,,,,,
V,hV,A,hA,S,,,,,,,
V,hV,A,hA,hS,,,,,,,
V,hV,A,hA,C,,,,,,,
V,hV,A,hA,hC,,,,,,,
V,hV,A,hA,P,,,,,,,
V,hV,A,hA,hP,,,,,,,
V,hV,A,Je,hJe,,,,,,,
V,hV,A,Je,S,,,,,,,
V,hV,A,Je,hS,,,,,,,
V,hV,A,Je,C,,,,,,,
V,hV,A,Je,hC,,,,,,,
V,hV,A,Je,P,,,,,,,
V,hV,A,Je,hP,,,,,,,
V,hV,A,hJe,S,,,,,,,
V,hV,A,hJe,hS,,,,,,,
V,hV,A,hJe,C,,,,,,,
V,hV,A,hJe,hC,,,,,,,
V,hV,A,hJe,P,,,,,,,
V,hV,A,hJe,hP,,,,,,,
V,hV,A,S,hS,,,,,,,
V,hV,A,S,C,,,,,,,
V,hV,A,S,hC,,,,,,,
V,hV,A,S,P,,,,,,,
V,hV,A,S,hP,,,,,,,
V,hV,A,hS,C,,,,,,,
V,hV,A,hS,hC,,,,,,,
V,hV,A,hS,P,,,,,,,
V,hV,A,hS,hP,,,,,,,
V,hV,A,C,hC,,,,,,,
V,hV,A,C,P,,,,,,,
V,hV,A,C,hP,,,,,,,
V,hV,A,hC,P,,,,,,,
V,hV,A,hC,hP,,,,,,,
V,hV,A,P,hP,,,,,,,
V,hV,hA,Je,hJe,,,,,,,
V,hV,hA,Je,S,,,,,,,
V,hV,hA,Je,hS,,,,,,,
V,hV,hA,Je,C,,,,,,,
V,hV,hA,Je,hC,,,,,,,
V,hV,hA,Je,P,,,,,,,
V,hV,hA,Je,hP,,,,,,,
V,hV,hA,hJe,S,,,,,,,
V,hV,hA,hJe,hS,,,,,,,
V,hV,hA,hJe,C,,,,,,,
V,hV,hA,hJe,hC,,,,,,,
V,hV,hA,hJe,P,,,,,,,
V,hV,hA,hJe,hP,,,,,,,
V,hV,hA,S,hS,,,,,,,
V,hV,hA,S,C,,,,,,,
V,hV,hA,S,hC,,,,,,,
V,hV,hA,S,P,,,,,,,
V,hV,hA,S,hP,,,,,,,
V,hV,hA,hS,C,,,,,,,
V,hV,hA,hS,hC,,,,,,,
V,hV,hA,hS,P,,,,,,,
V,hV,hA,hS,hP,,,,,,,
V,hV,hA,C,hC,,,,,,,
V,hV,hA,C,P,,,,,,,
V,hV,hA,C,hP,,,,,,,
V,hV,hA,hC,P,,,,,,,
V,hV,hA,hC,hP,,,,,,,
V,hV,hA,P,hP,,,,,,,
V,hV,Je,hJe,S,,,,,,,
V,hV,Je,hJe,hS,,,,,,,
V,hV,Je,hJe,C,,,,,,,
V,hV,Je,hJe,hC,,,,,,,
V,hV,Je,hJe,P,,,,,,,
V,hV,Je,hJe,hP,,,,,,,
V,hV,Je,S,hS,,,,,,,
V,hV,Je,S,C,,,,,,,
V,hV,Je,S,hC,,,,,,,
V,hV,Je,S,P,,,,,,,
V,hV,Je,S,hP,,,,,,,
V,hV,Je,hS,C,,,,,,,
V,hV,Je,hS,hC,,,,,,,
V,hV,Je,hS,P,,,,,,,
V,hV,Je,hS,hP,,,,,,,
V,hV,Je,C,hC,,,,,,,
V,hV,Je,C,P,,,,,,,
V,hV,Je,C,hP,,,,,,,
V,hV,Je,hC,P,,,,,,,
V,hV,Je,hC,hP,,,,,,,
V,hV,Je,P,hP,,,,,,,
V,hV,hJe,S,hS,,,,,,,
V,hV,hJe,S,C,,,,,,,
V,hV,hJe,S,hC,,,,,,,
V,hV,hJe,S,P,,,,,,,
V,hV,hJe,S,hP,,,,,,,
V,hV,hJe,hS,C,,,,,,,
V,hV,hJe,hS,hC,,,,,,,
V,hV,hJe,hS,P,,,,,,,
V,hV,hJe,hS,hP,,,,,,,
V,hV,hJe,C,hC,,,,,,,
V,hV,hJe,C,P,,,,,,,
V,hV,hJe,C,hP,,,,,,,
V,hV,hJe,hC,P,,,,,,,
V,hV,hJe,hC,hP,,,,,,,
V,hV,hJe,P,hP,,,,,,,
V,hV,S,hS,C,,,,,,,
V,hV,S,hS,hC,,,,,,,
V,hV,S,hS,P,,,,,,,
V,hV,S,hS,hP,,,,,,,
V,hV,S,C,hC,,,,,,,
V,hV,S,C,P,,,,,,,
V,hV,S,C,hP,,,,,,,
V,hV,S,hC,P,,,,,,,
V,hV,S,hC,hP,,,,,,,
V,hV,S,P,hP,,,,,,,
V,hV,hS,C,hC,,,,,,,
V,hV,hS,C,P,,,,,,,
V,hV,hS,C,hP,,,,,,,
V,hV,hS,hC,P,,,,,,,
V,hV,hS,hC,hP,,,,,,,
V,hV,hS,P,hP,,,,,,,
V,hV,C,hC,P,,,,,,,
V,hV,C,hC,hP,,,,,,,
V,hV,C,P,hP,,,,,,,
V,hV,hC,P,hP,,,,,,,
V,A,hA,Je,hJe,,,,,,,
V,A,hA,Je,S,,,,,,,
V,A,hA,Je,hS,,,,,,,
V,A,hA,Je,C,,,,,,,
V,A,hA,Je,hC,,,,,,,
V,A,hA,Je,P,,,,,,,
V,A,hA,Je,hP,,,,,,,
V,A,hA,hJe,S,,,,,,,
V,A,hA,hJe,hS,,,,,,,
V,A,hA,hJe,C,,,,,,,
V,A,hA,hJe,hC,,,,,,,
V,A,hA,hJe,P,,,,,,,
V,A,hA,hJe,hP,,,,,,,
V,A,hA,S,hS,,,,,,,
V,A,hA,S,C,,,,,,,
V,A,hA,S,hC,,,,,,,
V,A,hA,S,P,,,,,,,
V,A,hA,S,hP,,,,,,,
V,A,hA,hS,C,,,,,,,
V,A,hA,hS,hC,,,,,,,
V,A,hA,hS,P,,,,,,,
V,A,hA,hS,hP,,,,,,,
V,A,hA,C,hC,,,,,,,
V,A,hA,C,P,,,,,,,
V,A,hA,C,hP,,,,,,,
V,A,hA,hC,P,,,,,,,
V,A,hA,hC,hP,,,,,,,
V,A,hA,P,hP,,,,,,,
V,A,Je,hJe,S,,,,,,,
V,A,Je,hJe,hS,,,,,,,
V,A,Je,hJe,C,,,,,,,
V,A,Je,hJe,hC,,,,,,,
V,A,Je,hJe,P,,,,,,,
V,A,Je,hJe,hP,,,,,,,
V,A,Je,S,hS,,,,,,,
V,A,Je,S,C,,,,,,,
V,A,Je,S,hC,,,,,,,
V,A,Je,S,P,,,,,,,
V,A,Je,S,hP,,,,,,,
V,A,Je,hS,C,,,,,,,
V,A,Je,hS,hC,,,,,,,
V,A,Je,hS,P,,,,,,,
V,A,Je,hS,hP,,,,,,,
V,A,Je,C,hC,,,,,,,
V,A,Je,C,P,,,,,,,
V,A,Je,C,hP,,,,,,,
V,A,Je,hC,P,,,,,,,
V,A,Je,hC,hP,,,,,,,
V,A,Je,P,hP,,,,,,,
V,A,hJe,S,hS,,,,,,,
V,A,hJe,S,C,,,,,,,
V,A,hJe,S,hC,,,,,,,
V,A,hJe,S,P,,,,,,,
V,A,hJe,S,hP,,,,,,,
V,A,hJe,hS,C,,,,,,,
V,A,hJe,hS,hC,,,,,,,
V,A,hJe,hS,P,,,,,,,
V,A,hJe,hS,hP,,,,,,,
V,A,hJe,C,hC,,,,,,,
V,A,hJe,C,P,,,,,,,
V,A,hJe,C,hP,,,,,,,
V,A,hJe,hC,P,,,,,,,
V,A,hJe,hC,hP,,,,,,,
V,A,hJe,P,hP,,,,,,,
V,A,S,hS,C,,,,,,,
V,A,S,hS,hC,,,,,,,
V,A,S,hS,P,,,,,,,
V,A,S,hS,hP,,,,,,,
V,A,S,C,hC,,,,,,,
V,A,S,C,P,,,,,,,
V,A,S,C,hP,,,,,,,
V,A,S,hC,P,,,,,,,
V,A,S,hC,hP,,,,,,,
V,A,S,P,hP,,,,,,,
V,A,hS,C,hC,,,,,,,
V,A,hS,C,P,,,,,,,
V,A,hS,C,hP,,,,,,,
V,A,hS,hC,P,,,,,,,
V,A,hS,hC,hP,,,,,,,
V,A,hS,P,hP,,,,,,,
V,A,C,hC,P,,,,,,,
V,A,C,hC,hP,,,,,,,
V,A,C,P,hP,,,,,,,
V,A,hC,P,hP,,,,,,,
V,hA,Je,hJe,S,,,,,,,
V,hA,Je,hJe,hS,,,,,,,
V,hA,Je,hJe,C,,,,,,,
V,hA,Je,hJe,hC,,,,,,,
V,hA,Je,hJe,P,,,,,,,
V,hA,Je,hJe,hP,,,,,,,
V,hA,Je,S,hS,,,,,,,
V,hA,Je,S,C,,,,,,,
V,hA,Je,S,hC,,,,,,,
V,hA,Je,S,P,,,,,,,
V,hA,Je,S,hP,,,,,,,
V,hA,Je,hS,C,,,,,,,
V,hA,Je,hS,hC,,,,,,,
V,hA,Je,hS,P,,,,,,,
V,hA,Je,hS,hP,,,,,,,
V,hA,Je,C,hC,,,,,,,
V,hA,Je,C,P,,,,,,,
V,hA,Je,C,hP,,,,,,,
V,hA,Je,hC,P,,,,,,,
V,hA,Je,hC,hP,,,,,,,
V,hA,Je,P,hP,,,,,,,
V,hA,hJe,S,hS,,,,,,,
V,hA,hJe,S,C,,,,,,,
V,hA,hJe,S,hC,,,,,,,
V,hA,hJe,S,P,,,,,,,
V,hA,hJe,S,hP,,,,,,,
V,hA,hJe,hS,C,,,,,,,
V,hA,hJe,hS,hC,,,,,,,
V,hA,hJe,hS,P,,,,,,,
V,hA,hJe,hS,hP,,,,,,,
V,hA,hJe,C,hC,,,,,,,
V,hA,hJe,C,P,,,,,,,
V,hA,hJe,C,hP,,,,,,,
V,hA,hJe,hC,P,,,,,,,
V,hA,hJe,hC,hP,,,,,,,
V,hA,hJe,P,hP,,,,,,,
V,hA,S,hS,C,,,,,,,
V,hA,S,hS,hC,,,,,,,
V,hA,S,hS,P,,,,,,,
V,hA,S,hS,hP,,,,,,,
V,hA,S,C,hC,,,,,,,
V,hA,S,C,P,,,,,,,
V,hA,S,C,hP,,,,,,,
V,hA,S,hC,P,,,,,,,
V,hA,S,hC,hP,,,,,,,
V,hA,S,P,hP,,,,,,,
V,hA,hS,C,hC,,,,,,,
V,hA,hS,C,P,,,,,,,
V,hA,hS,C,hP,,,,,,,
V,hA,hS,hC,P,,,,,,,
V,hA,hS,hC,hP,,,,,,,
V,hA,hS,P,hP,,,,,,,
V,hA,C,hC,P,,,,,,,
V,hA,C,hC,hP,,,,,,,
V,hA,C,P,hP,,,,,,,
V,hA,hC,P,hP,,,,,,,
V,Je,hJe,S,hS,,,,,,,
V,Je,hJe,S,C,,,,,,,
V,Je,hJe,S,hC,,,,,,,
V,Je,hJe,S,P,,,,,,,
V,Je,hJe,S,hP,,,,,,,
V,Je,hJe,hS,C,,,,,,,
V,Je,hJe,hS,hC,,,,,,,
V,Je,hJe,hS,P,,,,,,,
V,Je,hJe,hS,hP,,,,,,,
V,Je,hJe,C,hC,,,,,,,
V,Je,hJe,C,P,,,,,,,
V,Je,hJe,C,hP,,,,,,,
V,Je,hJe,hC,P,,,,,,,
V,Je,hJe,hC,hP,,,,,,,
V,Je,hJe,P,hP,,,,,,,
V,Je,S,hS,C,,,,,,,
V,Je,S,hS,hC,,,,,,,
V,Je,S,hS,P,,,,,,,
V,Je,S,hS,hP,,,,,,,
V,Je,S,C,hC,,,,,,,
V,Je,S,C,P,,,,,,,
V,Je,S,C,hP,,,,,,,
V,Je,S,hC,P,,,,,,,
V,Je,S,hC,hP,,,,,,,
V,Je,S,P,hP,,,,,,,
V,Je,hS,C,hC,,,,,,,
V,Je,hS,C,P,,,,,,,
V,Je,hS,C,hP,,,,,,,
V,Je,hS,hC,P,,,,,,,
V,Je,hS,hC,hP,,,,,,,
V,Je,hS,P,hP,,,,,,,
V,Je,C,hC,P,,,,,,,
V,Je,C,hC,hP,,,,,,,
V,Je,C,P,hP,,,,,,,
V,Je,hC,P,hP,,,,,,,
V,hJe,S,hS,C,,,,,,,
V,hJe,S,hS,hC,,,,,,,
V,hJe,S,hS,P,,,,,,,
V,hJe,S,hS,hP,,,,,,,
V,hJe,S,C,hC,,,,,,,
V,hJe,S,C,P,,,,,,,
V,hJe,S,C,hP,,,,,,,
V,hJe,S,hC,P,,,,,,,
V,hJe,S,hC,hP,,,,,,,
V,hJe,S,P,hP,,,,,,,
V,hJe,hS,C,hC,,,,,,,
V,hJe,hS,C,P,,,,,,,
V,hJe,hS,C,hP,,,,,,,
V,hJe,hS,hC,P,,,,,,,
V,hJe,hS,hC,hP,,,,,,,
V,hJe,hS,P,hP,,,,,,,
V,hJe,C,hC,P,,,,,,,
V,hJe,C,hC,hP,,,,,,,
V,hJe,C,P,hP,,,,,,,
V,hJe,hC,P,hP,,,,,,,
V,S,hS,C,hC,,,,,,,
V,S,hS,C,P,,,,,,,
V,S,hS,C,hP,,,,,,,
V,S,hS,hC,P,,,,,,,
V,S,hS,hC,hP,,,,,,,
V,S,hS,P,hP,,,,,,,
V,S,C,hC,P,,,,,,,
V,S,C,hC,hP,,,,,,,
V,S,C,P,hP,,,,,,,
V,S,hC,P,hP,,,,,,,
V,hS,C,hC,P,,,,,,,
V,hS,C,hC,hP,,,,,,,
V,hS,C,P,hP,,,,,,,
V,hS,hC,P,hP,,,,,,,
V,C,hC,P,hP,,,,,,,
hV,A,hA,Je,hJe,,,,,,,
hV,A,hA,Je,S,,,,,,,
hV,A,hA,Je,hS,,,,,,,
hV,A,hA,Je,C,,,,,,,
hV,A,hA,Je,hC,,,,,,,
hV,A,hA,Je,P,,,,,,,
hV,A,hA,Je,hP,,,,,,,
hV,A,hA,hJe,S,,,,,,,
hV,A,hA,hJe,hS,,,,,,,
hV,A,hA,hJe,C,,,,,,,
hV,A,hA,hJe,hC,,,,,,,
hV,A,hA,hJe,P,,,,,,,
hV,A,hA,hJe,hP,,,,,,,
hV,A,hA,S,hS,,,,,,,
hV,A,hA,S,C,,,,,,,
hV,A,hA,S,hC,,,,,,,
hV,A,hA,S,P,,,,,,,
hV,A,hA,S,hP,,,,,,,
hV,A,hA,hS,C,,,,,,,
hV,A,hA,hS,hC,,,,,,,
hV,A,hA,hS,P,,,,,,,
hV,A,hA,hS,hP,,,,,,,
hV,A,hA,C,hC,,,,,,,
hV,A,hA,C,P,,,,,,,
hV,A,hA,C,hP,,,,,,,
hV,A,hA,hC,P,,,,,,,
hV,A,hA,hC,hP,,,,,,,
hV,A,hA,P,hP,,,,,,,
hV,A,Je,hJe,S,,,,,,,
hV,A,Je,hJe,hS,,,,,,,
hV,A,Je,hJe,C,,,,,,,
hV,A,Je,hJe,hC,,,,,,,
hV,A,Je,hJe,P,,,,,,,
hV,A,Je,hJe,hP,,,,,,,
hV,A,Je,S,hS,,,,,,,
hV,A,Je,S,C,,,,,,,
hV,A,Je,S,hC,,,,,,,
hV,A,Je,S,P,,,,,,,
hV,A,Je,S,hP,,,,,,,
hV,A,Je,hS,C,,,,,,,
hV,A,Je,hS,hC,,,,,,,
hV,A,Je,hS,P,,,,,,,
hV,A,Je,hS,hP,,,,,,,
hV,A,Je,C,hC,,,,,,,
hV,A,Je,C,P,,,,,,,
hV,A,Je,C,hP,,,,,,,
hV,A,Je,hC,P,,,,,,,
hV,A,Je,hC,hP,,,,,,,
hV,A,Je,P,hP,,,,,,,
hV,A,hJe,S,hS,,,,,,,
hV,A,hJe,S,C,,,,,,,
hV,A,hJe,S,hC,,,,,,,
hV,A,hJe,S,P,,,,,,,
hV,A,hJe,S,hP,,,,,,,
hV,A,hJe,hS,C,,,,,,,
hV,A,hJe,hS,hC,,,,,,,
hV,A,hJe,hS,P,,,,,,,
hV,A,hJe,hS,hP,,,,,,,
hV,A,hJe,C,hC,,,,,,,
hV,A,hJe,C,P,,,,,,,
hV,A,hJe,C,hP,,,,,,,
hV,A,hJe,hC,P,,,,,,,
hV,A,hJe,hC,hP,,,,,,,
hV,A,hJe,P,hP,,,,,,,
hV,A,S,hS,C,,,,,,,
hV,A,S,hS,hC,,,,,,,
hV,A,S,hS,P,,,,,,,
hV,A,S,hS,hP,,,,,,,
hV,A,S,C,hC,,,,,,,
hV,A,S,C,P,,,,,,,
hV,A,S,C,hP,,,,,,,
hV,A,S,hC,P,,,,,,,
hV,A,S,hC,hP,,,,,,,
hV,A,S,P,hP,,,,,,,
hV,A,hS,C,hC,,,,,,,
hV,A,hS,C,P,,,,,,,
hV,A,hS,C,hP,,,,,,,
hV,A,hS,hC,P,,,,,,,
hV,A,hS,hC,hP,,,,,,,
hV,A,hS,P,hP,,,,,,,
hV,A,C,hC,P,,,,,,,
hV,A,C,hC,hP,,,,,,,
hV,A,C,P,hP,,,,,,,
hV,A,hC,P,hP,,,,,,,
hV,hA,Je,hJe,S,,,,,,,
hV,hA,Je,hJe,hS,,,,,,,
hV,hA,Je,hJe,C,,,,,,,
hV,hA,Je,hJe,hC,,,,,,,
hV,hA,Je,hJe,P,,,,,,,
hV,hA,Je,hJe,hP,,,,,,,
hV,hA,Je,S,hS,,,,,,,
hV,hA,Je,S,C,,,,,,,
hV,hA,Je,S,hC,,,,,,,
hV,hA,Je,S,P,,,,,,,
hV,hA,Je,S,hP,,,,,,,
hV,hA,Je,hS,C,,,,,,,
hV,hA,Je,hS,hC,,,,,,,
hV,hA,Je,hS,P,,,,,,,
hV,hA,Je,hS,hP,,,,,,,
hV,hA,Je,C,hC,,,,,,,
hV,hA,Je,C,P,,,,,,,
hV,hA,Je,C,hP,,,,,,,
hV,hA,Je,hC,P,,,,,,,
hV,hA,Je,hC,hP,,,,,,,
hV,hA,Je,P,hP,,,,,,,
hV,hA,hJe,S,hS,,,,,,,
hV,hA,hJe,S,C,,,,,,,
hV,hA,hJe,S,hC,,,,,,,
hV,hA,hJe,S,P,,,,,,,
hV,hA,hJe,S,hP,,,,,,,
hV,hA,hJe,hS,C,,,,,,,
hV,hA,hJe,hS,hC,,,,,,,
hV,hA,hJe,hS,P,,,,,,,
hV,hA,hJe,hS,hP,,,,,,,
hV,hA,hJe,C,hC,,,,,,,
hV,hA,hJe,C,P,,,,,,,
hV,hA,hJe,C,hP,,,,,,,
hV,hA,hJe,hC,P,,,,,,,
hV,hA,hJe,hC,hP,,,,,,,
hV,hA,hJe,P,hP,,,,,,,
hV,hA,S,hS,C,,,,,,,
hV,hA,S,hS,hC,,,,,,,
hV,hA,S,hS,P,,,,,,,
hV,hA,S,hS,hP,,,,,,,
hV,hA,S,C,hC,,,,,,,
hV,hA,S,C,P,,,,,,,
hV,hA,S,C,hP,,,,,,,
hV,hA,S,hC,P,,,,,,,
hV,hA,S,hC,hP,,,,,,,
hV,hA,S,P,hP,,,,,,,
hV,hA,hS,C,hC,,,,,,,
hV,hA,hS,C,P,,,,,,,
hV,hA,hS,C,hP,,,,,,,
hV,hA,hS,hC,P,,,,,,,
hV,hA,hS,hC,hP,,,,,,,
hV,hA,hS,P,hP,,,,,,,
hV,hA,C,hC,P,,,,,,,
hV,hA,C,hC,hP,,,,,,,
hV,hA,C,P,hP,,,,,,,
hV,hA,hC,P,hP,,,,,,,
hV,Je,hJe,S,hS,,,,,,,
hV,Je,hJe,S,C,,,,,,,
hV,Je,hJe,S,hC,,,,,,,
hV,Je,hJe,S,P,,,,,,,
hV,Je,hJe,S,hP,,,,,,,
hV,Je,hJe,hS,C,,,,,,,
hV,Je,hJe,hS,hC,,,,,,,
hV,Je,hJe,hS,P,,,,,,,
hV,Je,hJe,hS,hP,,,,,,,
hV,Je,hJe,C,hC,,,,,,,
hV,Je,hJe,C,P,,,,,,,
hV,Je,hJe,C,hP,,,,,,,
hV,Je,hJe,hC,P,,,,,,,
hV,Je,hJe,hC,hP,,,,,,,
hV,Je,hJe,P,hP,,,,,,,
hV,Je,S,hS,C,,,,,,,
hV,Je,S,hS,hC,,,,,,,
hV,Je,S,hS,P,,,,,,,
hV,Je,S,hS,hP,,,,,,,
hV,Je,S,C,hC,,,,,,,
hV,Je,S,C,P,,,,,,,
hV,Je,S,C,hP,,,,,,,
hV,Je,S,hC,P,,,,,,,
hV,Je,S,hC,hP,,,,,,,
hV,Je,S,P,hP,,,,,,,
hV,Je,hS,C,hC,,,,,,,
hV,Je,hS,C,P,,,,,,,
hV,Je,hS,C,hP,,,,,,,
hV,Je,hS,hC,P,,,,,,,
hV,Je,hS,hC,hP,,,,,,,
hV,Je,hS,P,hP,,,,,,,
hV,Je,C,hC,P,,,,,,,
hV,Je,C,hC,hP,,,,,,,
hV,Je,C,P,hP,,,,,,,
hV,Je,hC,P,hP,,,,,,,
hV,hJe,S,hS,C,,,,,,,
hV,hJe,S,hS,hC,,,,,,,
hV,hJe,S,hS,P,,,,,,,
hV,hJe,S,hS,hP,,,,,,,
hV,hJe,S,C,hC,,,,,,,
hV,hJe,S,C,P,,,,,,,
hV,hJe,S,C,hP,,,,,,,
hV,hJe,S,hC,P,,,,,,,
hV,hJe,S,hC,hP,,,,,,,
hV,hJe,S,P,hP,,,,,,,
hV,hJe,hS,C,hC,,,,,,,
hV,hJe,hS,C,P,,,,,,,
hV,hJe,hS,C,hP,,,,,,,
hV,hJe,hS,hC,P,,,,,,,
hV,hJe,hS,hC,hP,,,,,,,
hV,hJe,hS,P,hP,,,,,,,
hV,hJe,C,hC,P,,,,,,,
hV,hJe,C,hC,hP,,,,,,,
hV,hJe,C,P,hP,,,,,,,
hV,hJe,hC,P,hP,,,,,,,
hV,S,hS,C,hC,,,,,,,
hV,S,hS,C,P,,,,,,,
hV,S,hS,C,hP,,,,,,,
hV,S,hS,hC,P,,,,,,,
hV,S,hS,hC,hP,,,,,,,
hV,S,hS,P,hP,,,,,,,
hV,S,C,hC,P,,,,,,,
hV,S,C,hC,hP,,,,,,,
hV,S,C,P,hP,,,,,,,
hV,S,hC,P,hP,,,,,,,
hV,hS,C,hC,P,,,,,,,
hV,hS,C,hC,hP,,,,,,,
hV,hS,C,P,hP,,,,,,,
hV,hS,hC,P,hP,,,,,,,
hV,C,hC,P,hP,,,,,,,
A,hA,Je,hJe,S,,,,,,,
A,hA,Je,hJe,hS,,,,,,,
A,hA,Je,hJe,C,,,,,,,
A,hA,Je,hJe,hC,,,,,,,
A,hA,Je,hJe,P,,,,,,,
A,hA,Je,hJe,hP,,,,,,,
A,hA,Je,S,hS,,,,,,,
A,hA,Je,S,C,,,,,,,
A,hA,Je,S,hC,,,,,,,
A,hA,Je,S,P,,,,,,,
A,hA,Je,S,hP,,,,,,,
A,hA,Je,hS,C,,,,,,,
A,hA,Je,hS,hC,,,,,,,
A,hA,Je,hS,P,,,,,,,
A,hA,Je,hS,hP,,,,,,,
A,hA,Je,C,hC,,,,,,,
A,hA,Je,C,P,,,,,,,
A,hA,Je,C,hP,,,,,,,
A,hA,Je,hC,P,,,,,,,
A,hA,Je,hC,hP,,,,,,,
A,hA,Je,P,hP,,,,,,,
