0,1,2,3,4,5,6,7,8,9,10,11
A,hA,hJe,S,hS,,,,,,,
A,hA,hJe,S,C,,,,,,,
A,hA,hJe,S,hC,,,,,,,
A,hA,hJe,S,P,,,,,,,
A,hA,hJe,S,hP,,,,,,,
A,hA,hJe,hS,C,,,,,,,
A,hA,hJe,hS,hC,,,,,,,
A,hA,hJe,hS,P,,,,,,,
A,hA,hJe,hS,hP,,,,,,,
A,hA,hJe,C,hC,,,,,,,
A,hA,hJe,C,P,,,,,,,
A,hA,hJe,C,hP,,,,,,,
A,hA,hJe,hC,P,,,,,,,
A,hA,hJe,hC,hP,,,,,,,
A,hA,hJe,P,hP,,,,,,,
A,hA,S,hS,C,,,,,,,
A,hA,S,hS,hC,,,,,,,
A,hA,S,hS,P,,,,,,,
A,hA,S,hS,hP,,,,,,,
A,hA,S,C,hC,,,,,,,
A,hA,S,C,P,,,,,,,
A,hA,S,C,hP,,,,,,,
A,hA,S,hC,P,,,,,,,
A,hA,S,hC,hP,,,,,,,
A,hA,S,P,hP,,,,,,,
A,hA,hS,C,hC,,,,,,,
A,hA,hS,C,P,,,,,,,
A,hA,hS,C,hP,,,,,,,
A,hA,hS,hC,P,,,,,,,
A,hA,hS,hC,hP,,,,,,,
A,hA,hS,P,hP,,,,,,,
A,hA,C,hC,P,,,,,,,
A,hA,C,hC,hP,,,,,,,
A,hA,C,P,hP,,,,,,,
A,hA,hC,P,hP,,,,,,,
A,Je,hJe,S,hS,,,,,,,
A,Je,hJe,S,C,,,,,,,
A,Je,hJe,S,hC,,,,,,,
A,Je,hJe,S,P,,,,,,,
A,Je,hJe,S,hP,,,,,,,
A,Je,hJe,hS,C,,,,,,,
A,Je,hJe,hS,hC,,,,,,,
A,Je,hJe,hS,P,,,,,,,
A,Je,hJe,hS,hP,,,,,,,
A,Je,hJe,C,hC,,,,,,,
A,Je,hJe,C,P,,,,,,,
A,Je,hJe,C,hP,,,,,,,
A,Je,hJe,hC,P,,,,,,,
A,Je,hJe,hC,hP,,,,,,,
A,Je,hJe,P,hP,,,,,,,
A,Je,S,hS,C,,,,,,,
A,Je,S,hS,hC,,,,,,,
A,Je,S,hS,P,,,,,,,
A,Je,S,hS,hP,,,,,,,
A,Je,S,C,hC,,,,,,,
A,Je,S,C,P,,,,,,,
A,Je,S,C,hP,,,,,,,
A,Je,S,hC,P,,,,,,,
A,Je,S,hC,hP,,,,,,,
A,Je,S,P,hP,,,,,,,
A,Je,hS,C,hC,,,,,,,
A,Je,hS,C,P,,,,,,,
A,Je,hS,C,hP,,,,,,,
A,Je,hS,hC,P,,,,,,,
A,Je,hS,hC,hP,,,,,,,
A,Je,hS,P,hP,,,,,,,
A,Je,C,hC,P,,,,,,,
A,Je,C,hC,hP,,,,,,,
A,Je,C,P,hP,,,,,,,
A,Je,hC,P,hP,,,,,,,
A,hJe,S,hS,C,,,,,,,
A,hJe,S,hS,hC,,,,,,,
A,hJe,S,hS,P,,,,,,,
A,hJe,S,hS,hP,,,,,,,
A,hJe,S,C,hC,,,,,,,
A,hJe,S,C,P,,,,,,,
A,hJe,S,C,hP,,,,,,,
A,hJe,S,hC,P,,,,,,,
A,hJe,S,hC,hP,,,,,,,
A,hJe,S,P,hP,,,,,,,
A,hJe,hS,C,hC,,,,,,,
A,hJe,hS,C,P,,,,,,,
A,hJe,hS,C,hP,,,,,,,
A,hJe,hS,hC,P,,,,,,,
A,hJe,hS,hC,hP,,,,,,,
A,hJe,hS,P,hP,,,,,,,
A,hJe,C,hC,P,,,,,,,
A,hJe,C,hC,hP,,,,,,,
A,hJe,C,P,hP,,,,,,,
A,hJe,hC,P,hP,,,,,,,
A,S,hS,C,hC,,,,,,,
A,S,hS,C,P,,,,,,,
A,S,hS,C,hP,,,,,,,
A,S,hS,hC,P,,,,,,,
A,S,hS,hC,hP,,,,,,,
A,S,hS,P,hP,,,,,,,
A,S,C,hC,P,,,,,,,
A,S,C,hC,hP,,,,,,,
A,S,C,P,hP,,,,,,,
A,S,hC,P,hP,,,,,,,
A,hS,C,hC,P,,,,,,,
A,hS,C,hC,hP,,,,,,,
A,hS,C,P,hP,,,,,,,
A,hS,hC,P,hP,,,,,,,
A,C,hC,P,hP,,,,,,,
hA,Je,hJe,S,hS,,,,,,,
hA,Je,hJe,S,C,,,,,,,
hA,Je,hJe,S,hC,,,,,,,
hA,Je,hJe,S,P,,,,,,,
hA,Je,hJe,S,hP,,,,,,,
hA,Je,hJe,hS,C,,,,,,,
hA,Je,hJe,hS,hC,,,,,,,
hA,Je,hJe,hS,P,,,,,,,
hA,Je,hJe,hS,hP,,,,,,,
hA,Je,hJe,C,hC,,,,,,,
hA,Je,hJe,C,P,,,,,,,
hA,Je,hJe,C,hP,,,,,,,
hA,Je,hJe,hC,P,,,,,,,
hA,Je,hJe,hC,hP,,,,,,,
hA,Je,hJe,P,hP,,,,,,,
hA,Je,S,hS,C,,,,,,,
hA,Je,S,hS,hC,,,,,,,
hA,Je,S,hS,P,,,,,,,
hA,Je,S,hS,hP,,,,,,,
hA,Je,S,C,hC,,,,,,,
hA,Je,S,C,P,,,,,,,
hA,Je,S,C,hP,,,,,,,
hA,Je,S,hC,P,,,,,,,
hA,Je,S,hC,hP,,,,,,,
hA,Je,S,P,hP,,,,,,,
hA,Je,hS,C,hC,,,,,,,
hA,Je,hS,C,P,,,,,,,
hA,Je,hS,C,hP,,,,,,,
hA,Je,hS,hC,P,,,,,,,
hA,Je,hS,hC,hP,,,,,,,
hA,Je,hS,P,hP,,,,,,,
hA,Je,C,hC,P,,,,,,,
hA,Je,C,hC,hP,,,,,,,
hA,Je,C,P,hP,,,,,,,
hA,Je,hC,P,hP,,,,,,,
hA,hJe,S,hS,C,,,,,,,
hA,hJe,S,hS,hC,,,,,,,
hA,hJe,S,hS,P,,,,,,,
hA,hJe,S,hS,hP,,,,,,,
hA,hJe,S,C,hC,,,,,,,
hA,hJe,S,C,P,,,,,,,
hA,hJe,S,C,hP,,,,,,,
hA,hJe,S,hC,P,,,,,,,
hA,hJe,S,hC,hP,,,,,,,
hA,hJe,S,P,hP,,,,,,,
hA,hJe,hS,C,hC,,,,,,,
hA,hJe,hS,C,P,,,,,,,
hA,hJe,hS,C,hP,,,,,,,
hA,hJe,hS,hC,P,,,,,,,
hA,hJe,hS,hC,hP,,,,,,,
hA,hJe,hS,P,hP,,,,,,,
hA,hJe,C,hC,P,,,,,,,
hA,hJe,C,hC,hP,,,,,,,
hA,hJe,C,P,hP,,,,,,,
hA,hJe,hC,P,hP,,,,,,,
hA,S,hS,C,hC,,,,,,,
hA,S,hS,C,P,,,,,,,
hA,S,hS,C,hP,,,,,,,
hA,S,hS,hC,P,,,,,,,
hA,S,hS,hC,hP,,,,,,,
hA,S,hS,P,hP,,,,,,,
hA,S,C,hC,P,,,,,,,
hA,S,C,hC,hP,,,,,,,
hA,S,C,P,hP,,,,,,,
hA,S,hC,P,hP,,,,,,,
hA,hS,C,hC,P,,,,,,,
hA,hS,C,hC,hP,,,,,,,
hA,hS,C,P,hP,,,,,,,
hA,hS,hC,P,hP,,,,,,,
hA,C,hC,P,hP,,,,,,,
Je,hJe,S,hS,C,,,,,,,
Je,hJe,S,hS,hC,,,,,,,
Je,hJe,S,hS,P,,,,,,,
Je,hJe,S,hS,hP,,,,,,,
Je,hJe,S,C,hC,,,,,,,
Je,hJe,S,C,P,,,,,,,
Je,hJe,S,C,hP,,,,,,,
Je,hJe,S,hC,P,,,,,,,
Je,hJe,S,hC,hP,,,,,,,
Je,hJe,S,P,hP,,,,,,,
Je,hJe,hS,C,hC,,,,,,,
Je,hJe,hS,C,P,,,,,,,
Je,hJe,hS,C,hP,,,,,,,
Je,hJe,hS,hC,P,,,,,,,
Je,hJe,hS,hC,hP,,,,,,,
Je,hJe,hS,P,hP,,,,,,,
Je,hJe,C,hC,P,,,,,,,
Je,hJe,C,hC,hP,,,,,,,
Je,hJe,C,P,hP,,,,,,,
Je,hJe,hC,P,hP,,,,,,,
Je,S,hS,C,hC,,,,,,,
Je,S,hS,C,P,,,,,,,
Je,S,hS,C,hP,,,,,,,
Je,S,hS,hC,P,,,,,,,
Je,S,hS,hC,hP,,,,,,,
Je,S,hS,P,hP,,,,,,,
Je,S,C,hC,P,,,,,,,
Je,S,C,hC,hP,,,,,,,
Je,S,C,P,hP,,,,,,,
Je,S,hC,P,hP,,,,,,,
Je,hS,C,hC,P,,,,,,,
Je,hS,C,hC,hP,,,,,,,
Je,hS,C,P,hP,,,,,,,
Je,hS,hC,P,hP,,,,,,,
Je,C,hC,P,hP,,,,,,,
hJe,S,hS,C,hC,,,,,,,
hJe,S,hS,C,P,,,,,,,
hJe,S,hS,C,hP,,,,,,,
hJe,S,hS,hC,P,,,,,,,
hJe,S,hS,hC,hP,,,,,,,
hJe,S,hS,P,hP,,,,,,,
hJe,S,C,hC,P,,,,,,,
hJe,S,C,hC,hP,,,,,,,
hJe,S,C,P,hP,,,,,,,
hJe,S,hC,P,hP,,,,,,,
hJe,hS,C,hC,P,,,,,,,
hJe,hS,C,hC,hP,,,,,,,
hJe,hS,C,P,hP,,,,,,,
hJe,hS,hC,P,hP,,,,,,,
hJe,C,hC,P,hP,,,,,,,
S,hS,C,hC,P,,,,,,,
S,hS,C,hC,hP,,,,,,,
S,hS,C,P,hP,,,,,,,
S,hS,hC,P,hP,,,,,,,
S,C,hC,P,hP,,,,,,,
hS,C,hC,P,hP,,,,,,,
V,hV,A,hA,Je,hJe,,,,,,
V,hV,A,hA,Je,S,,,,,,
V,hV,A,hA,Je,hS,,,,,,
V,hV,A,hA,Je,C,,,,,,
V,hV,A,hA,Je,hC,,,,,,
V,hV,A,hA,Je,P,,,,,,
V,hV,A,hA,Je,hP,,,,,,
V,hV,A,hA,hJe,S,,,,,,
V,hV,A,hA,hJe,hS,,,,,,
V,hV,A,hA,hJe,C,,,,,,
V,hV,A,hA,hJe,hC,,,,,,
V,hV,A,hA,hJe,P,,,,,,
V,hV,A,hA,hJe,hP,,,,,,
V,hV,A,hA,S,hS,,,,,,
V,hV,A,hA,S,C,,,,,,
V,hV,A,hA,S,hC,,,,,,
V,hV,A,hA,S,P,,,,,,
V,hV,A,hA,S,hP,,,,,,
V,hV,A,hA,hS,C,,,,,,
V,hV,A,hA,hS,hC,,,,,,
V,hV,A,hA,hS,P,,,,,,
V,hV,A,hA,hS,hP,,,,,,
V,hV,A,hA,C,hC,,,,,,
V,hV,A,hA,C,P,,,,,,
V,hV,A,hA,C,hP,,,,,,
V,hV,A,hA,hC,P,,,,,,
V,hV,A,hA,hC,hP,,,,,,
V,hV,A,hA,P,hP,,,,,,
V,hV,A,Je,hJe,S,,,,,,
V,hV,A,Je,hJe,hS,,,,,,
V,hV,A,Je,hJe,C,,,,,,
V,hV,A,Je,hJe,hC,,,,,,
V,hV,A,Je,hJe,P,,,,,,
V,hV,A,Je,hJe,hP,,,,,,
V,hV,A,Je,S,hS,,,,,,
V,hV,A,Je,S,C,,,,,,
V,hV,A,Je,S,hC,,,,,,
V,hV,A,Je,S,P,,,,,,
V,hV,A,Je,S,hP,,,,,,
V,hV,A,Je,hS,C,,,,,,
V,hV,A,Je,hS,hC,,,,,,
V,hV,A,Je,hS,P,,,,,,
V,hV,A,Je,hS,hP,,,,,,
V,hV,A,Je,C,hC,,,,,,
V,hV,A,Je,C,P,,,,,,
V,hV,A,Je,C,hP,,,,,,
V,hV,A,Je,hC,P,,,,,,
V,hV,A,Je,hC,hP,,,,,,
V,hV,A,Je,P,hP,,,,,,
V,hV,A,hJe,S,hS,,,,,,
V,hV,A,hJe,S,C,,,,,,
V,hV,A,hJe,S,hC,,,,,,
V,hV,A,hJe,S,P,,,,,,
V,hV,A,hJe,S,hP,,,,,,
V,hV,A,hJe,hS,C,,,,,,
V,hV,A,hJe,hS,hC,,,,,,
V,hV,A,hJe,hS,P,,,,,,
V,hV,A,hJe,hS,hP,,,,,,
V,hV,A,hJe,C,hC,,,,,,
V,hV,A,hJe,C,P,,,,,,
V,hV,A,hJe,C,hP,,,,,,
V,hV,A,hJe,hC,P,,,,,,
V,hV,A,hJe,hC,hP,,,,,,
V,hV,A,hJe,P,hP,,,,,,
V,hV,A,S,hS,C,,,,,,
V,hV,A,S,hS,hC,,,,,,
V,hV,A,S,hS,P,,,,,,
V,hV,A,S,hS,hP,,,,,,
V,hV,A,S,C,hC,,,,,,
V,hV,A,S,C,P,,,,,,
V,hV,A,S,C,hP,,,,,,
V,hV,A,S,hC,P,,,,,,
V,hV,A,S,hC,hP,,,,,,
V,hV,A,S,P,hP,,,,,,
V,hV,A,hS,C,hC,,,,,,
V,hV,A,hS,C,P,,,,,,
V,hV,A,hS,C,hP,,,,,,
V,hV,A,hS,hC,P,,,,,,
V,hV,A,hS,hC,hP,,,,,,
V,hV,A,hS,P,hP,,,,,,
V,hV,A,C,hC,P,,,,,,
V,hV,A,C,hC,hP,,,,,,
V,hV,A,C,P,hP,,,,,,
V,hV,A,hC,P,hP,,,,,,
V,hV,hA,Je,hJe,S,,,,,,
V,hV,hA,Je,hJe,hS,,,,,,
V,hV,hA,Je,hJe,C,,,,,,
V,hV,hA,Je,hJe,hC,,,,,,
V,hV,hA,Je,hJe,P,,,,,,
V,hV,hA,Je,hJe,hP,,,,,,
V,hV,hA,Je,S,hS,,,,,,
V,hV,hA,Je,S,C,,,,,,
V,hV,hA,Je,S,hC,,,,,,
V,hV,hA,Je,S,P,,,,,,
V,hV,hA,Je,S,hP,,,,,,
V,hV,hA,Je,hS,C,,,,,,
V,hV,hA,Je,hS,hC,,,,,,
V,hV,hA,Je,hS,P,,,,,,
V,hV,hA,Je,hS,hP,,,,,,
V,hV,hA,Je,C,hC,,,,,,
V,hV,hA,Je,C,P,,,,,,
V,hV,hA,Je,C,hP,,,,,,
V,hV,hA,Je,hC,P,,,,,,
V,hV,hA,Je,hC,hP,,,,,,
V,hV,hA,Je,P,hP,,,,,,
V,hV,hA,hJe,S,hS,,,,,,
V,hV,hA,hJe,S,C,,,,,,
V,hV,hA,hJe,S,hC,,,,,,
V,hV,hA,hJe,S,P,,,,,,
V,hV,hA,hJe,S,hP,,,,,,
V,hV,hA,hJe,hS,C,,,,,,
V,hV,hA,hJe,hS,hC,,,,,,
V,hV,hA,hJe,hS,P,,,,,,
V,hV,hA,hJe,hS,hP,,,,,,
V,hV,hA,hJe,C,hC,,,,,,
V,hV,hA,hJe,C,P,,,,,,
V,hV,hA,hJe,C,hP,,,,,,
V,hV,hA,hJe,hC,P,,,,,,
V,hV,hA,hJe,hC,hP,,,,,,
V,hV,hA,hJe,P,hP,,,,,,
V,hV,hA,S,hS,C,,,,,,
V,hV,hA,S,hS,hC,,,,,,
V,hV,hA,S,hS,P,,,,,,
V,hV,hA,S,hS,hP,,,,,,
V,hV,hA,S,C,hC,,,,,,
V,hV,hA,S,C,P,,,,,,
V,hV,hA,S,C,hP,,,,,,
V,hV,hA,S,hC,P,,,,,,
V,hV,hA,S,hC,hP,,,,,,
V,hV,hA,S,P,hP,,,,,,
V,hV,hA,hS,C,hC,,,,,,
V,hV,hA,hS,C,P,,,,,,
V,hV,hA,hS,C,hP,,,,,,
V,hV,hA,hS,hC,P,,,,,,
V,hV,hA,hS,hC,hP,,,,,,
V,hV,hA,hS,P,hP,,,,,,
V,hV,hA,C,hC,P,,,,,,
V,hV,hA,C,hC,hP,,,,,,
V,hV,hA,C,P,hP,,,,,,
V,hV,hA,hC,P,hP,,,,,,
V,hV,Je,hJe,S,hS,,,,,,
V,hV,Je,hJe,S,C,,,,,,
V,hV,Je,hJe,S,hC,,,,,,
V,hV,Je,hJe,S,P,,,,,,
V,hV,Je,hJe,S,hP,,,,,,
V,hV,Je,hJe,hS,C,,,,,,
V,hV,Je,hJe,hS,hC,,,,,,
V,hV,Je,hJe,hS,P,,,,,,
V,hV,Je,hJe,hS,hP,,,,,,
V,hV,Je,hJe,C,hC,,,,,,
V,hV,Je,hJe,C,P,,,,,,
V,hV,Je,hJe,C,hP,,,,,,
V,hV,Je,hJe,hC,P,,,,,,
V,hV,Je,hJe,hC,hP,,,,,,
V,hV,Je,hJe,P,hP,,,,,,
V,hV,Je,S,hS,C,,,,,,
V,hV,Je,S,hS,hC,,,,,,
V,hV,Je,S,hS,P,,,,,,
V,hV,Je,S,hS,hP,,,,,,
V,hV,Je,S,C,hC,,,,,,
V,hV,Je,S,C,P,,,,,,
V,hV,Je,S,C,hP,,,,,,
V,hV,Je,S,hC,P,,,,,,
V,hV,Je,S,hC,hP,,,,,,
V,hV,Je,S,P,hP,,,,,,
V,hV,Je,hS,C,hC,,,,,,
V,hV,Je,hS,C,P,,,,,,
V,hV,Je,hS,C,hP,,,,,,
V,hV,Je,hS,hC,P,,,,,,
V,hV,Je,hS,hC,hP,,,,,,
V,hV,Je,hS,P,hP,,,,,,
V,hV,Je,C,hC,P,,,,,,
V,hV,Je,C,hC,hP,,,,,,
V,hV,Je,C,P,hP,,,,,,
V,hV,Je,hC,P,hP,,,,,,
V,hV,hJe,S,hS,C,,,,,,
V,hV,hJe,S,hS,hC,,,,,,
V,hV,hJe,S,hS,P,,,,,,
V,hV,hJe,S,hS,hP,,,,,,
V,hV,hJe,S,C,hC,,,,,,
V,hV,hJe,S,C,P,,,,,,
V,hV,hJe,S,C,hP,,,,,,
V,hV,hJe,S,hC,P,,,,,,
V,hV,hJe,S,hC,hP,,,,,,
V,hV,hJe,S,P,hP,,,,,,
V,hV,hJe,hS,C,hC,,,,,,
V,hV,hJe,hS,C,P,,,,,,
V,hV,hJe,hS,C,hP,,,,,,
V,hV,hJe,hS,hC,P,,,,,,
V,hV,hJe,hS,hC,hP,,,,,,
V,hV,hJe,hS,P,hP,,,,,,
V,hV,hJe,C,hC,P,,,,,,
V,hV,hJe,C,hC,hP,,,,,,
V,hV,hJe,C,P,hP,,,,,,
V,hV,hJe,hC,P,hP,,,,,,
V,hV,S,hS,C,hC,,,,,,
V,hV,S,hS,C,P,,,,,,
V,hV,S,hS,C,hP,,,,,,
V,hV,S,hS,hC,P,,,,,,
V,hV,S,hS,hC,hP,,,,,,
V,hV,S,hS,P,hP,,,,,,
V,hV,S,C,hC,P,,,,,,
V,hV,S,C,hC,hP,,,,,,
V,hV,S,C,P,hP,,,,,,
V,hV,S,hC,P,hP,,,,,,
V,hV,hS,C,hC,P,,,,,,
V,hV,hS,C,hC,hP,,,,,,
V,hV,hS,C,P,hP,,,,,,
V,hV,hS,hC,P,hP,,,,,,
V,hV,C,hC,P,hP,,,,,,
V,A,hA,Je,hJe,S,,,,,,
V,A,hA,Je,hJe,hS,,,,,,
V,A,hA,Je,hJe,C,,,,,,
V,A,hA,Je,hJe,hC,,,,,,
V,A,hA,Je,hJe,P,,,,,,
V,A,hA,Je,hJe,hP,,,,,,
V,A,hA,Je,S,hS,,,,,,
V,A,hA,Je,S,C,,,,,,
V,A,hA,Je,S,hC,,,,,,
V,A,hA,Je,S,P,,,,,,
V,A,hA,Je,S,hP,,,,,,
V,A,hA,Je,hS,C,,,,,,
V,A,hA,Je,hS,hC,,,,,,
V,A,hA,Je,hS,P,,,,,,
V,A,hA,Je,hS,hP,,,,,,
V,A,hA,Je,C,hC,,,,,,
V,A,hA,Je,C,P,,,,,,
V,A,hA,Je,C,hP,,,,,,
V,A,hA,Je,hC,P,,,,,,
V,A,hA,Je,hC,hP,,,,,,
V,A,hA,Je,P,hP,,,,,,
V,A,hA,hJe,S,hS,,,,,,
V,A,hA,hJe,S,C,,,,,,
V,A,hA,hJe,S,hC,,,,,,
V,A,hA,hJe,S,P,,,,,,
V,A,hA,hJe,S,hP,,,,,,
V,A,hA,hJe,hS,C,,,,,,
V,A,hA,hJe,hS,hC,,,,,,
V,A,hA,hJe,hS,P,,,,,,
V,A,hA,hJe,hS,hP,,,,,,
V,A,hA,hJe,C,hC,,,,,,
V,A,hA,hJe,C,P,,,,,,
V,A,hA,hJe,C,hP,,,,,,
V,A,hA,hJe,hC,P,,,,,,
V,A,hA,hJe,hC,hP,,,,,,
V,A,hA,hJe,P,hP,,,,,,
V,A,hA,S,hS,C,,,,,,
V,A,hA,S,hS,hC,,,,,,
V,A,hA,S,hS,P,,,,,,
V,A,hA,S,hS,hP,,,,,,
V,A,hA,S,C,hC,,,,,,
V,A,hA,S,C,P,,,,,,
V,A,hA,S,C,hP,,,,,,
V,A,hA,S,hC,P,,,,,,
V,A,hA,S,hC,hP,,,,,,
V,A,hA,S,P,hP,,,,,,
V,A,hA,hS,C,hC,,,,,,
V,A,hA,hS,C,P,,,,,,
V,A,hA,hS,C,hP,,,,,,
V,A,hA,hS,hC,P,,,,,,
V,A,hA,hS,hC,hP,,,,,,
V,A,hA,hS,P,hP,,,,,,
V,A,hA,C,hC,P,,,,,,
V,A,hA,C,hC,hP,,,,,,
V,A,hA,C,P,hP,,,,,,
V,A,hA,hC,P,hP,,,,,,
V,A,Je,hJe,S,hS,,,,,,
V,A,Je,hJe,S,C,,,,,,
V,A,Je,hJe,S,hC,,,,,,
V,A,Je,hJe,S,P,,,,,,
V,A,Je,hJe,S,hP,,,,,,
V,A,Je,hJe,hS,C,,,,,,
V,A,Je,hJe,hS,hC,,,,,,
V,A,Je,hJe,hS,P,,,,,,
V,A,Je,hJe,hS,hP,,,,,,
V,A,Je,hJe,C,hC,,,,,,
V,A,Je,hJe,C,P,,,,,,
V,A,Je,hJe,C,hP,,,,,,
V,A,Je,hJe,hC,P,,,,,,
V,A,Je,hJe,hC,hP,,,,,,
V,A,Je,hJe,P,hP,,,,,,
V,A,Je,S,hS,C,,,,,,
V,A,Je,S,hS,hC,,,,,,
V,A,Je,S,hS,P,,,,,,
V,A,Je,S,hS,hP,,,,,,
V,A,Je,S,C,hC,,,,,,
V,A,Je,S,C,P,,,,,,
V,A,Je,S,C,hP,,,,,,
V,A,Je,S,hC,P,,,,,,
V,A,Je,S,hC,hP,,,,,,
V,A,Je,S,P,hP,,,,,,
V,A,Je,hS,C,hC,,,,,,
V,A,Je,hS,C,P,,,,,,
V,A,Je,hS,C,hP,,,,,,
V,A,Je,hS,hC,P,,,,,,
V,A,Je,hS,hC,hP,,,,,,
V,A,Je,hS,P,hP,,,,,,
V,A,Je,C,hC,P,,,,,,
V,A,Je,C,hC,hP,,,,,,
V,A,Je,C,P,hP,,,,,,
V,A,Je,hC,P,hP,,,,,,
V,A,hJe,S,hS,C,,,,,,
V,A,hJe,S,hS,hC,,,,,,
V,A,hJe,S,hS,P,,,,,,
V,A,hJe,S,hS,hP,,,,,,
V,A,hJe,S,C,hC,,,,,,
V,A,hJe,S,C,P,,,,,,
V,A,hJe,S,C,hP,,,,,,
V,A,hJe,S,hC,P,,,,,,
V,A,hJe,S,hC,hP,,,,,,
V,A,hJe,S,P,hP,,,,,,
V,A,hJe,hS,C,hC,,,,,,
V,A,hJe,hS,C,P,,,,,,
V,A,hJe,hS,C,hP,,,,,,
V,A,hJe,hS,hC,P,,,,,,
V,A,hJe,hS,hC,hP,,,,,,
V,A,hJe,hS,P,hP,,,,,,
V,A,hJe,C,hC,P,,,,,,
V,A,hJe,C,hC,hP,,,,,,
V,A,hJe,C,P,hP,,,,,,
V,A,hJe,hC,P,hP,,,,,,
V,A,S,hS,C,hC,,,,,,
V,A,S,hS,C,P,,,,,,
V,A,S,hS,C,hP,,,,,,
V,A,S,hS,hC,P,,,,,,
V,A,S,hS,hC,hP,,,,,,
V,A,S,hS,P,hP,,,,,,
V,A,S,C,hC,P,,,,,,
V,A,S,C,hC,hP,,,,,,
V,A,S,C,P,hP,,,,,,
V,A,S,hC,P,hP,,,,,,
V,A,hS,C,hC,P,,,,,,
V,A,hS,C,hC,hP,,,,,,
V,A,hS,C,P,hP,,,,,,
V,A,hS,hC,P,hP,,,,,,
V,A,C,hC,P,hP,,,,,,
V,hA,Je,hJe,S,hS,,,,,,
V,hA,Je,hJe,S,C,,,,,,
V,hA,Je,hJe,S,hC,,,,,,
V,hA,Je,hJe,S,P,,,,,,
V,hA,Je,hJe,S,hP,,,,,,
V,hA,Je,hJe,hS,C,,,,,,
V,hA,Je,hJe,hS,hC,,,,,,
V,hA,Je,hJe,hS,P,,,,,,
V,hA,Je,hJe,hS,hP,,,,,,
V,hA,Je,hJe,C,hC,,,,,,
V,hA,Je,hJe,C,P,,,,,,
V,hA,Je,hJe,C,hP,,,,,,
V,hA,Je,hJe,hC,P,,,,,,
V,hA,Je,hJe,hC,hP,,,,,,
V,hA,Je,hJe,P,hP,,,,,,
V,hA,Je,S,hS,C,,,,,,
V,hA,Je,S,hS,hC,,,,,,
V,hA,Je,S,hS,P,,,,,,
V,hA,Je,S,hS,hP,,,,,,
V,hA,Je,S,C,hC,,,,,,
V,hA,Je,S,C,P,,,,,,
V,hA,Je,S,C,hP,,,,,,
V,hA,Je,S,hC,P,,,,,,
V,hA,Je,S,hC,hP,,,,,,
V,hA,Je,S,P,hP,,,,,,
V,hA,Je,hS,C,hC,,,,,,
V,hA,Je,hS,C,P,,,,,,
V,hA,Je,hS,C,hP,,,,,,
V,hA,Je,hS,hC,P,,,,,,
V,hA,Je,hS,hC,hP,,,,,,
V,hA,Je,hS,P,hP,,,,,,
V,hA,Je,C,hC,P,,,,,,
V,hA,Je,C,hC,hP,,,,,,
V,hA,Je,C,P,hP,,,,,,
V,hA,Je,hC,P,hP,,,,,,
V,hA,hJe,S,hS,C,,,,,,
V,hA,hJe,S,hS,hC,,,,,,
V,hA,hJe,S,hS,P,,,,,,
V,hA,hJe,S,hS,hP,,,,,,
